utc,forecast_MWh
20160927T03Z,3030
20160927T02Z,2966
20160927T01Z,2975
20160927T00Z,2976
20160926T23Z,2909
20160926T22Z,2851
20160926T21Z,2779
20160926T20Z,2710
20160926T19Z,2638
20160926T18Z,2565
20160926T17Z,2495
20160926T16Z,2408
20160926T15Z,2350
20160926T14Z,2189
20160926T13Z,1887
20160926T12Z,1725
20160926T11Z,1675
20160926T10Z,1687
20160926T09Z,1733
20160926T08Z,1821
20160926T07Z,1995
20160926T06Z,2222
20160926T05Z,2441
20160926T04Z,2633
20160926T03Z,2701
20160926T02Z,2590
20160926T01Z,2562
20160926T00Z,2481
20160925T23Z,2397
20160925T22Z,2327
20160925T21Z,2278
20160925T20Z,2237
20160925T19Z,2190
20160925T18Z,2142
20160925T17Z,2091
20160925T16Z,1971
20160925T15Z,1849
20160925T14Z,1754
20160925T13Z,1682
20160925T12Z,1645
20160925T11Z,1648
20160925T10Z,1669
20160925T09Z,1714
20160925T08Z,1798
20160925T07Z,1887
20160925T06Z,2019
20160925T05Z,2141
20160925T04Z,2295
20160925T03Z,2365
20160925T02Z,2305
20160925T01Z,2280
20160925T00Z,2240
20160924T23Z,2203
20160924T22Z,2191
20160924T21Z,2175
20160924T20Z,2193
20160924T19Z,2194
20160924T18Z,2207
20160924T17Z,2215
20160924T16Z,2129
20160924T15Z,2015
20160924T14Z,1899
20160924T13Z,1767
20160924T12Z,1694
20160924T11Z,1679
20160924T10Z,1695
20160924T09Z,1740
20160924T08Z,1801
20160924T07Z,1940
20160924T06Z,2086
20160924T05Z,2233
20160924T04Z,2369
20160924T03Z,2392
20160924T02Z,2334
20160924T01Z,2340
20160924T00Z,2332
20160923T23Z,2344
20160923T22Z,2366
20160923T21Z,2398
20160923T20Z,2416
20160923T19Z,2409
20160923T18Z,2366
20160923T17Z,2441
20160923T16Z,2432
20160923T15Z,2438
20160923T14Z,2283
20160923T13Z,1964
20160923T12Z,1779
20160923T11Z,1715
20160923T10Z,1716
20160923T09Z,1742
20160923T08Z,1814
20160923T07Z,1967
20160923T06Z,2132
20160923T05Z,2319
20160923T04Z,2487
20160923T03Z,2528
20160923T02Z,2452
20160923T01Z,2458
20160923T00Z,2451
20160922T23Z,2425
20160922T22Z,2421
20160922T21Z,2421
20160922T20Z,2421
20160922T19Z,2427
20160922T18Z,2439
20160922T17Z,2442
20160922T16Z,2429
20160922T15Z,2409
20160922T14Z,2255
20160922T13Z,1929
20160922T12Z,1734
20160922T11Z,1669
20160922T10Z,1670
20160922T09Z,1704
20160922T08Z,1774
20160922T07Z,1929
20160922T06Z,2098
20160922T05Z,2301
20160922T04Z,2495
20160922T03Z,2538
20160922T02Z,2464
20160922T01Z,2463
20160922T00Z,2449
20160921T23Z,2419
20160921T22Z,2406
20160921T21Z,2394
20160921T20Z,2381
20160921T19Z,2378
20160921T18Z,2386
20160921T17Z,2394
20160921T16Z,2382
20160921T15Z,2354
20160921T14Z,2192
20160921T13Z,1865
20160921T12Z,1664
20160921T11Z,1598
20160921T10Z,1599
20160921T09Z,1636
20160921T08Z,1717
20160921T07Z,1947
20160921T06Z,2112
20160921T05Z,2311
20160921T04Z,2490
20160921T03Z,2531
20160921T02Z,2466
20160921T01Z,2480
20160921T00Z,2444
20160920T23Z,2426
20160920T22Z,2421
20160920T21Z,2416
20160920T20Z,2400
20160920T19Z,2391
20160920T18Z,2389
20160920T17Z,2383
20160920T16Z,2366
20160920T15Z,2342
20160920T14Z,2181
20160920T13Z,1852
20160920T12Z,1656
20160920T11Z,1594
20160920T10Z,1597
20160920T09Z,1632
20160920T08Z,1701
20160920T07Z,1977
20160920T06Z,2148
20160920T05Z,2359
20160920T04Z,2546
20160920T03Z,2601
20160920T02Z,2547
20160920T01Z,2546
20160920T00Z,2495
20160919T23Z,2468
20160919T22Z,2453
20160919T21Z,2440
20160919T20Z,2430
20160919T19Z,2414
20160919T18Z,2402
20160919T17Z,2378
20160919T16Z,2341
20160919T15Z,2301
20160919T14Z,2140
20160919T13Z,1823
20160919T12Z,1624
20160919T11Z,1555
20160919T10Z,1555
20160919T09Z,1586
20160919T08Z,1670
20160919T07Z,1866
20160919T06Z,2029
20160919T05Z,2223
20160919T04Z,2411
20160919T03Z,2460
20160919T02Z,2396
20160919T01Z,2386
20160919T00Z,2339
20160918T23Z,2294
20160918T22Z,2252
20160918T21Z,2225
20160918T20Z,2195
20160918T19Z,2166
20160918T18Z,2103
20160918T17Z,2013
20160918T16Z,1866
20160918T15Z,1702
20160918T14Z,1627
20160918T13Z,1567
20160918T12Z,1535
20160918T11Z,1539
20160918T10Z,1566
20160918T09Z,1605
20160918T08Z,1674
20160918T07Z,1933
20160918T06Z,2095
20160918T05Z,2248
20160918T04Z,2395
20160918T03Z,2428
20160918T02Z,2409
20160918T01Z,2387
20160918T00Z,2351
20160917T23Z,2316
20160917T22Z,2296
20160917T21Z,2277
20160917T20Z,2266
20160917T19Z,2243
20160917T18Z,2203
20160917T17Z,2141
20160917T16Z,2000
20160917T15Z,1826
20160917T14Z,1734
20160917T13Z,1649
20160917T12Z,1602
20160917T11Z,1598
20160917T10Z,1629
20160917T09Z,1697
20160917T08Z,1792
20160917T07Z,2044
20160917T06Z,2249
20160917T05Z,2436
20160917T04Z,2600
20160917T03Z,2646
20160917T02Z,2655
20160917T01Z,2700
20160917T00Z,2713
20160916T23Z,2663
20160916T22Z,2614
20160916T21Z,2569
20160916T20Z,2514
20160916T19Z,2453
20160916T18Z,2363
20160916T17Z,2380
20160916T16Z,2334
20160916T15Z,2276
20160916T14Z,2119
20160916T13Z,1833
20160916T12Z,1668
20160916T11Z,1620
20160916T10Z,1631
20160916T09Z,1684
20160916T08Z,1768
20160916T07Z,2036
20160916T06Z,2256
20160916T05Z,2502
20160916T04Z,2691
20160916T03Z,2705
20160916T02Z,2669
20160916T01Z,2695
20160916T00Z,2676
20160915T23Z,2627
20160915T22Z,2585
20160915T21Z,2540
20160915T20Z,2489
20160915T19Z,2442
20160915T18Z,2410
20160915T17Z,2378
20160915T16Z,2339
20160915T15Z,2293
20160915T14Z,2143
20160915T13Z,1843
20160915T12Z,1666
20160915T11Z,1616
20160915T10Z,1627
20160915T09Z,1681
20160915T08Z,1763
20160915T07Z,2020
20160915T06Z,2236
20160915T05Z,2485
20160915T04Z,2692
20160915T03Z,2711
20160915T02Z,2689
20160915T01Z,2711
20160915T00Z,2682
20160914T23Z,2635
20160914T22Z,2589
20160914T21Z,2546
20160914T20Z,2494
20160914T19Z,2443
20160914T18Z,2406
20160914T17Z,2373
20160914T16Z,2339
20160914T15Z,2288
20160914T14Z,2137
20160914T13Z,1842
20160914T12Z,1665
20160914T11Z,1612
20160914T10Z,1624
20160914T09Z,1669
20160914T08Z,1752
20160914T07Z,2020
20160914T06Z,2234
20160914T05Z,2491
20160914T04Z,2695
20160914T03Z,2712
20160914T02Z,2699
20160914T01Z,2722
20160914T00Z,2719
20160913T23Z,2677
20160913T22Z,2631
20160913T21Z,2589
20160913T20Z,2532
20160913T19Z,2474
20160913T18Z,2422
20160913T17Z,2371
20160913T16Z,2329
20160913T15Z,2287
20160913T14Z,2136
20160913T13Z,1836
20160913T12Z,1659
20160913T11Z,1608
20160913T10Z,1619
20160913T09Z,1672
20160913T08Z,1752
20160913T07Z,2006
20160913T06Z,2220
20160913T05Z,2471
20160913T04Z,2665
20160913T03Z,2683
20160913T02Z,2672
20160913T01Z,2682
20160913T00Z,2656
20160912T23Z,2613
20160912T22Z,2574
20160912T21Z,2537
20160912T20Z,2501
20160912T19Z,2455
20160912T18Z,2419
20160912T17Z,2384
20160912T16Z,2346
20160912T15Z,2301
20160912T14Z,2146
20160912T13Z,1836
20160912T12Z,1639
20160912T11Z,1568
20160912T10Z,1563
20160912T09Z,1592
20160912T08Z,1660
20160912T07Z,1871
20160912T06Z,2035
20160912T05Z,2252
20160912T04Z,2435
20160912T03Z,2450
20160912T02Z,2421
20160912T01Z,2417
20160912T00Z,2365
20160911T23Z,2309
20160911T22Z,2263
20160911T21Z,2231
20160911T20Z,2207
20160911T19Z,2141
20160911T18Z,2104
20160911T17Z,2021
20160911T16Z,1876
20160911T15Z,1700
20160911T14Z,1631
20160911T13Z,1584
20160911T12Z,1556
20160911T11Z,1562
20160911T10Z,1595
20160911T09Z,1665
20160911T08Z,1774
20160911T07Z,1992
20160911T06Z,2174
20160911T05Z,2362
20160911T04Z,2519
20160911T03Z,2552
20160911T02Z,2582
20160911T01Z,2617
20160911T00Z,2585
20160910T23Z,2519
20160910T22Z,2458
20160910T21Z,2404
20160910T20Z,2355
20160910T19Z,2273
20160910T18Z,2225
20160910T17Z,2136
20160910T16Z,1984
20160910T15Z,1807
20160910T14Z,1721
20160910T13Z,1650
20160910T12Z,1603
20160910T11Z,1599
20160910T10Z,1629
20160910T09Z,1694
20160910T08Z,1791
20160910T07Z,2046
20160910T06Z,2248
20160910T05Z,2434
20160910T04Z,2575
20160910T03Z,2578
20160910T02Z,2615
20160910T01Z,2677
20160910T00Z,2662
20160909T23Z,2621
20160909T22Z,2574
20160909T21Z,2535
20160909T20Z,2486
20160909T19Z,2434
20160909T18Z,2358
20160909T17Z,2380
20160909T16Z,2339
20160909T15Z,2281
20160909T14Z,2130
20160909T13Z,1847
20160909T12Z,1675
20160909T11Z,1623
20160909T10Z,1628
20160909T09Z,1677
20160909T08Z,1756
20160909T07Z,1989
20160909T06Z,2177
20160909T05Z,2422
20160909T04Z,2604
20160909T03Z,2590
20160909T02Z,2588
20160909T01Z,2621
20160909T00Z,2619
20160908T23Z,2576
20160908T22Z,2544
20160908T21Z,2520
20160908T20Z,2480
20160908T19Z,2442
20160908T18Z,2416
20160908T17Z,2362
20160908T16Z,2315
20160908T15Z,2264
20160908T14Z,2126
20160908T13Z,1840
20160908T12Z,1675
20160908T11Z,1632
20160908T10Z,1648
20160908T09Z,1700
20160908T08Z,1781
20160908T07Z,1990
20160908T06Z,2198
20160908T05Z,2424
20160908T04Z,2603
20160908T03Z,2581
20160908T02Z,2590
20160908T01Z,2637
20160908T00Z,2606
20160907T23Z,2573
20160907T22Z,2546
20160907T21Z,2519
20160907T20Z,2475
20160907T19Z,2436
20160907T18Z,2399
20160907T17Z,2351
20160907T16Z,2308
20160907T15Z,2261
20160907T14Z,2114
20160907T13Z,1838
20160907T12Z,1671
20160907T11Z,1627
20160907T10Z,1642
20160907T09Z,1685
20160907T08Z,1761
20160907T07Z,1962
20160907T06Z,2145
20160907T05Z,2368
20160907T04Z,2547
20160907T03Z,2512
20160907T02Z,2509
20160907T01Z,2517
20160907T00Z,2487
20160906T23Z,2441
20160906T22Z,2422
20160906T21Z,2413
20160906T20Z,2395
20160906T19Z,2374
20160906T18Z,2351
20160906T17Z,2308
20160906T16Z,2257
20160906T15Z,2204
20160906T14Z,2058
20160906T13Z,1773
20160906T12Z,1593
20160906T11Z,1542
20160906T10Z,1553
20160906T09Z,1589
20160906T08Z,1659
20160906T07Z,1845
20160906T06Z,2022
20160906T05Z,2220
20160906T04Z,2380
20160906T03Z,2339
20160906T02Z,2338
20160906T01Z,2308
20160906T00Z,2246
20160905T23Z,2190
20160905T22Z,2155
20160905T21Z,2144
20160905T20Z,2146
20160905T19Z,2150
20160905T18Z,2101
20160905T17Z,2017
20160905T16Z,1855
20160905T15Z,1692
20160905T14Z,1636
20160905T13Z,1592
20160905T12Z,1540
20160905T11Z,1519
20160905T10Z,1526
20160905T09Z,1564
20160905T08Z,1632
20160905T07Z,1814
20160905T06Z,1934
20160905T05Z,2084
20160905T04Z,2230
20160905T03Z,2178
20160905T02Z,2179
20160905T01Z,2201
20160905T00Z,2167
20160904T23Z,2147
20160904T22Z,2131
20160904T21Z,2129
20160904T20Z,2131
20160904T19Z,2134
20160904T18Z,2124
20160904T17Z,2057
20160904T16Z,1928
20160904T15Z,1776
20160904T14Z,1688
20160904T13Z,1605
20160904T12Z,1543
20160904T11Z,1529
20160904T10Z,1542
20160904T09Z,1582
20160904T08Z,1655
20160904T07Z,1862
20160904T06Z,2001
20160904T05Z,2133
20160904T04Z,2255
20160904T03Z,2220
20160904T02Z,2258
20160904T01Z,2272
20160904T00Z,2257
20160903T23Z,2210
20160903T22Z,2190
20160903T21Z,2184
20160903T20Z,2186
20160903T19Z,2180
20160903T18Z,2167
20160903T17Z,2129
20160903T16Z,2001
20160903T15Z,1830
20160903T14Z,1737
20160903T13Z,1658
20160903T12Z,1592
20160903T11Z,1574
20160903T10Z,1588
20160903T09Z,1647
20160903T08Z,1716
20160903T07Z,1946
20160903T06Z,2104
20160903T05Z,2266
20160903T04Z,2400
20160903T03Z,2367
20160903T02Z,2438
20160903T01Z,2500
20160903T00Z,2517
20160902T23Z,2481
20160902T22Z,2463
20160902T21Z,2459
20160902T20Z,2437
20160902T19Z,2408
20160902T18Z,2352
20160902T17Z,2364
20160902T16Z,2313
20160902T15Z,2256
20160902T14Z,2107
20160902T13Z,1842
20160902T12Z,1674
20160902T11Z,1628
20160902T10Z,1635
20160902T09Z,1688
20160902T08Z,1762
20160902T07Z,1970
20160902T06Z,2148
20160902T05Z,2349
20160902T04Z,2501
20160902T03Z,2439
20160902T02Z,2469
20160902T01Z,2500
20160902T00Z,2492
20160901T23Z,2481
20160901T22Z,2473
20160901T21Z,2468
20160901T20Z,2446
20160901T19Z,2423
20160901T18Z,2408
20160901T17Z,2357
20160901T16Z,2308
20160901T15Z,2254
20160901T14Z,2118
20160901T13Z,1849
20160901T12Z,1682
20160901T11Z,1635
20160901T10Z,1648
20160901T09Z,1696
20160901T08Z,1780
20160901T07Z,1999
20160901T06Z,2203
20160901T05Z,2414
20160901T04Z,2535
20160901T03Z,2522
20160901T02Z,2556
20160901T01Z,2592
20160901T00Z,2570
20160831T23Z,2553
20160831T22Z,2545
20160831T21Z,2529
20160831T20Z,2507
20160831T19Z,2460
20160831T18Z,2429
20160831T17Z,2398
20160831T16Z,2339
20160831T15Z,2246
20160831T14Z,2095
20160831T13Z,1869
20160831T12Z,1707
20160831T11Z,1664
20160831T10Z,1678
20160831T09Z,1730
20160831T08Z,1817
20160831T07Z,2072
20160831T06Z,2287
20160831T05Z,2519
20160831T04Z,2658
20160831T03Z,2653
20160831T02Z,2704
20160831T01Z,2746
20160831T00Z,2727
20160830T23Z,2695
20160830T22Z,2668
20160830T21Z,2634
20160830T20Z,2593
20160830T19Z,2530
20160830T18Z,2483
20160830T17Z,2440
20160830T16Z,2358
20160830T15Z,2244
20160830T14Z,2093
20160830T13Z,1878
20160830T12Z,1728
20160830T11Z,1690
20160830T10Z,1712
20160830T09Z,1788
20160830T08Z,1898
20160830T07Z,2142
20160830T06Z,2379
20160830T05Z,2626
20160830T04Z,2789
20160830T03Z,2806
20160830T02Z,2869
20160830T01Z,2919
20160830T00Z,2907
20160829T23Z,2874
20160829T22Z,2832
20160829T21Z,2789
20160829T20Z,2721
20160829T19Z,2637
20160829T18Z,2575
20160829T17Z,2505
20160829T16Z,2399
20160829T15Z,2276
20160829T14Z,2117
20160829T13Z,1912
20160829T12Z,1760
20160829T11Z,1711
20160829T10Z,1725
20160829T09Z,1792
20160829T08Z,1896
20160829T07Z,2151
20160829T06Z,2388
20160829T05Z,2612
20160829T04Z,2727
20160829T03Z,2709
20160829T02Z,2733
20160829T01Z,2727
20160829T00Z,2642
20160828T23Z,2554
20160828T22Z,2466
20160828T21Z,2393
20160828T20Z,2332
20160828T19Z,2227
20160828T18Z,2166
20160828T17Z,2087
20160828T16Z,1938
20160828T15Z,1776
20160828T14Z,1694
20160828T13Z,1648
20160828T12Z,1618
20160828T11Z,1622
20160828T10Z,1656
20160828T09Z,1729
20160828T08Z,1840
20160828T07Z,2175
20160828T06Z,2369
20160828T05Z,2570
20160828T04Z,2715
20160828T03Z,2728
20160828T02Z,2802
20160828T01Z,2834
20160828T00Z,2827
20160827T23Z,2761
20160827T22Z,2698
20160827T21Z,2634
20160827T20Z,2575
20160827T19Z,2459
20160827T18Z,2413
20160827T17Z,2380
20160827T16Z,2234
20160827T15Z,2053
20160827T14Z,1936
20160827T13Z,1869
20160827T12Z,1831
20160827T11Z,1854
20160827T10Z,1913
20160827T09Z,2027
20160827T08Z,2188
20160827T07Z,2468
20160827T06Z,2717
20160827T05Z,2966
20160827T04Z,3140
20160827T03Z,3194
20160827T02Z,3330
20160827T01Z,3422
20160827T00Z,3434
20160826T23Z,3374
20160826T22Z,3281
20160826T21Z,3168
20160826T20Z,3044
20160826T19Z,2915
20160826T18Z,2805
20160826T17Z,2693
20160826T16Z,2553
20160826T15Z,2394
20160826T14Z,2239
20160826T13Z,2056
20160826T12Z,1931
20160826T11Z,1908
20160826T10Z,1952
20160826T09Z,2064
20160826T08Z,2218
20160826T07Z,2468
20160826T06Z,2735
20160826T05Z,3006
20160826T04Z,3170
20160826T03Z,3192
20160826T02Z,3295
20160826T01Z,3363
20160826T00Z,3356
20160825T23Z,3301
20160825T22Z,3212
20160825T21Z,3105
20160825T20Z,2989
20160825T19Z,2857
20160825T18Z,2747
20160825T17Z,2641
20160825T16Z,2510
20160825T15Z,2361
20160825T14Z,2201
20160825T13Z,1999
20160825T12Z,1857
20160825T11Z,1827
20160825T10Z,1858
20160825T09Z,1964
20160825T08Z,2106
20160825T07Z,2360
20160825T06Z,2615
20160825T05Z,2873
20160825T04Z,3012
20160825T03Z,3020
20160825T02Z,3104
20160825T01Z,3154
20160825T00Z,3127
20160824T23Z,3065
20160824T22Z,2984
20160824T21Z,2888
20160824T20Z,2793
20160824T19Z,2681
20160824T18Z,2589
20160824T17Z,2510
20160824T16Z,2405
20160824T15Z,2275
20160824T14Z,2121
20160824T13Z,1923
20160824T12Z,1777
20160824T11Z,1742
20160824T10Z,1765
20160824T09Z,1842
20160824T08Z,1955
20160824T07Z,2173
20160824T06Z,2400
20160824T05Z,2630
20160824T04Z,2735
20160824T03Z,2708
20160824T02Z,2768
20160824T01Z,2811
20160824T00Z,2778
20160823T23Z,2736
20160823T22Z,2688
20160823T21Z,2635
20160823T20Z,2577
20160823T19Z,2503
20160823T18Z,2453
20160823T17Z,2403
20160823T16Z,2335
20160823T15Z,2240
20160823T14Z,2088
20160823T13Z,1864
20160823T12Z,1696
20160823T11Z,1648
20160823T10Z,1662
20160823T09Z,1720
20160823T08Z,1814
20160823T07Z,2090
20160823T06Z,2315
20160823T05Z,2558
20160823T04Z,2679
20160823T03Z,2667
20160823T02Z,2732
20160823T01Z,2764
20160823T00Z,2730
20160822T23Z,2703
20160822T22Z,2673
20160822T21Z,2648
20160822T20Z,2598
20160822T19Z,2532
20160822T18Z,2488
20160822T17Z,2424
20160822T16Z,2326
20160822T15Z,2199
20160822T14Z,2037
20160822T13Z,1841
20160822T12Z,1691
20160822T11Z,1638
20160822T10Z,1650
20160822T09Z,1701
20160822T08Z,1797
20160822T07Z,2170
20160822T06Z,2405
20160822T05Z,2653
20160822T04Z,2797
20160822T03Z,2815
20160822T02Z,2880
20160822T01Z,2891
20160822T00Z,2838
20160821T23Z,2764
20160821T22Z,2682
20160821T21Z,2610
20160821T20Z,2546
20160821T19Z,2455
20160821T18Z,2379
20160821T17Z,2284
20160821T16Z,2128
20160821T15Z,1956
20160821T14Z,1860
20160821T13Z,1821
20160821T12Z,1802
20160821T11Z,1823
20160821T10Z,1881
20160821T09Z,2017
20160821T08Z,2193
20160821T07Z,2530
20160821T06Z,2784
20160821T05Z,3019
20160821T04Z,3184
20160821T03Z,3251
20160821T02Z,3355
20160821T01Z,3399
20160821T00Z,3351
20160820T23Z,3255
20160820T22Z,3137
20160820T21Z,3001
20160820T20Z,2878
20160820T19Z,2766
20160820T18Z,2655
20160820T17Z,2538
20160820T16Z,2369
20160820T15Z,2163
20160820T14Z,2028
20160820T13Z,1977
20160820T12Z,1939
20160820T11Z,1972
20160820T10Z,2047
20160820T09Z,2180
20160820T08Z,2351
20160820T07Z,2635
20160820T06Z,2898
20160820T05Z,3138
20160820T04Z,3321
20160820T03Z,3429
20160820T02Z,3594
20160820T01Z,3708
20160820T00Z,3727
20160819T23Z,3661
20160819T22Z,3547
20160819T21Z,3409
20160819T20Z,3256
20160819T19Z,3115
20160819T18Z,2980
20160819T17Z,2829
20160819T16Z,2666
20160819T15Z,2496
20160819T14Z,2324
20160819T13Z,2147
20160819T12Z,2018
20160819T11Z,1999
20160819T10Z,2048
20160819T09Z,2177
20160819T08Z,2364
20160819T07Z,2597
20160819T06Z,2878
20160819T05Z,3153
20160819T04Z,3268
20160819T03Z,3314
20160819T02Z,3412
20160819T01Z,3466
20160819T00Z,3433
20160818T23Z,3348
20160818T22Z,3234
20160818T21Z,3101
20160818T20Z,2965
20160818T19Z,2831
20160818T18Z,2709
20160818T17Z,2587
20160818T16Z,2463
20160818T15Z,2321
20160818T14Z,2152
20160818T13Z,1962
20160818T12Z,1819
20160818T11Z,1787
20160818T10Z,1814
20160818T09Z,1909
20160818T08Z,2035
20160818T07Z,2314
20160818T06Z,2553
20160818T05Z,2784
20160818T04Z,2907
20160818T03Z,2927
20160818T02Z,3017
20160818T01Z,3070
20160818T00Z,3032
20160817T23Z,2979
20160817T22Z,2913
20160817T21Z,2834
20160817T20Z,2756
20160817T19Z,2676
20160817T18Z,2605
20160817T17Z,2523
20160817T16Z,2429
20160817T15Z,2294
20160817T14Z,2130
20160817T13Z,1954
20160817T12Z,1813
20160817T11Z,1782
20160817T10Z,1813
20160817T09Z,1912
20160817T08Z,2048
20160817T07Z,2329
20160817T06Z,2591
20160817T05Z,2837
20160817T04Z,2958
20160817T03Z,3001
20160817T02Z,3091
20160817T01Z,3154
20160817T00Z,3106
20160816T23Z,3041
20160816T22Z,2966
20160816T21Z,2879
20160816T20Z,2792
20160816T19Z,2707
20160816T18Z,2628
20160816T17Z,2534
20160816T16Z,2432
20160816T15Z,2297
20160816T14Z,2126
20160816T13Z,1945
20160816T12Z,1807
20160816T11Z,1774
20160816T10Z,1804
20160816T09Z,1898
20160816T08Z,2035
20160816T07Z,2349
20160816T06Z,2608
20160816T05Z,2872
20160816T04Z,3008
20160816T03Z,3068
20160816T02Z,3158
20160816T01Z,3213
20160816T00Z,3182
20160815T23Z,3128
20160815T22Z,3061
20160815T21Z,2987
20160815T20Z,2891
20160815T19Z,2794
20160815T18Z,2703
20160815T17Z,2585
20160815T16Z,2451
20160815T15Z,2290
20160815T14Z,2108
20160815T13Z,1937
20160815T12Z,1799
20160815T11Z,1753
20160815T10Z,1777
20160815T09Z,1850
20160815T08Z,1971
20160815T07Z,2329
20160815T06Z,2578
20160815T05Z,2824
20160815T04Z,2938
20160815T03Z,2994
20160815T02Z,3058
20160815T01Z,3065
20160815T00Z,2986
20160814T23Z,2897
20160814T22Z,2794
20160814T21Z,2694
20160814T20Z,2604
20160814T19Z,2487
20160814T18Z,2394
20160814T17Z,2272
20160814T16Z,2103
20160814T15Z,1913
20160814T14Z,1811
20160814T13Z,1799
20160814T12Z,1789
20160814T11Z,1813
20160814T10Z,1878
20160814T09Z,1988
20160814T08Z,2144
20160814T07Z,2470
20160814T06Z,2706
20160814T05Z,2930
20160814T04Z,3068
20160814T03Z,3170
20160814T02Z,3273
20160814T01Z,3319
20160814T00Z,3269
20160813T23Z,3179
20160813T22Z,3071
20160813T21Z,2949
20160813T20Z,2837
20160813T19Z,2736
20160813T18Z,2629
20160813T17Z,2511
20160813T16Z,2345
20160813T15Z,2132
20160813T14Z,1988
20160813T13Z,1948
20160813T12Z,1907
20160813T11Z,1940
20160813T10Z,2014
20160813T09Z,2148
20160813T08Z,2315
20160813T07Z,2559
20160813T06Z,2813
20160813T05Z,3039
20160813T04Z,3151
20160813T03Z,3255
20160813T02Z,3396
20160813T01Z,3476
20160813T00Z,3463
20160812T23Z,3387
20160812T22Z,3281
20160812T21Z,3158
20160812T20Z,3023
20160812T19Z,2905
20160812T18Z,2780
20160812T17Z,2645
20160812T16Z,2499
20160812T15Z,2328
20160812T14Z,2151
20160812T13Z,1992
20160812T12Z,1864
20160812T11Z,1838
20160812T10Z,1879
20160812T09Z,1979
20160812T08Z,2134
20160812T07Z,2404
20160812T06Z,2653
20160812T05Z,2894
20160812T04Z,2974
20160812T03Z,3025
20160812T02Z,3110
20160812T01Z,3145
20160812T00Z,3109
20160811T23Z,3042
20160811T22Z,2962
20160811T21Z,2871
20160811T20Z,2776
20160811T19Z,2686
20160811T18Z,2594
20160811T17Z,2488
20160811T16Z,2377
20160811T15Z,2238
20160811T14Z,2061
20160811T13Z,1889
20160811T12Z,1748
20160811T11Z,1714
20160811T10Z,1739
20160811T09Z,1817
20160811T08Z,1939
20160811T07Z,2171
20160811T06Z,2398
20160811T05Z,2598
20160811T04Z,2656
20160811T03Z,2681
20160811T02Z,2748
20160811T01Z,2778
20160811T00Z,2746
20160810T23Z,2702
20160810T22Z,2660
20160810T21Z,2607
20160810T20Z,2555
20160810T19Z,2503
20160810T18Z,2444
20160810T17Z,2373
20160810T16Z,2299
20160810T15Z,2187
20160810T14Z,2022
20160810T13Z,1842
20160810T12Z,1681
20160810T11Z,1643
20160810T10Z,1662
20160810T09Z,1714
20160810T08Z,1803
20160810T07Z,2073
20160810T06Z,2284
20160810T05Z,2486
20160810T04Z,2536
20160810T03Z,2562
20160810T02Z,2633
20160810T01Z,2639
20160810T00Z,2616
20160809T23Z,2585
20160809T22Z,2566
20160809T21Z,2543
20160809T20Z,2512
20160809T19Z,2479
20160809T18Z,2432
20160809T17Z,2365
20160809T16Z,2293
20160809T15Z,2185
20160809T14Z,2020
20160809T13Z,1831
20160809T12Z,1676
20160809T11Z,1636
20160809T10Z,1654
20160809T09Z,1706
20160809T08Z,1797
20160809T07Z,2055
20160809T06Z,2263
20160809T05Z,2471
20160809T04Z,2527
20160809T03Z,2567
20160809T02Z,2630
20160809T01Z,2663
20160809T00Z,2629
20160808T23Z,2611
20160808T22Z,2595
20160808T21Z,2585
20160808T20Z,2547
20160808T19Z,2506
20160808T18Z,2453
20160808T17Z,2365
20160808T16Z,2268
20160808T15Z,2141
20160808T14Z,1961
20160808T13Z,1789
20160808T12Z,1633
20160808T11Z,1579
20160808T10Z,1587
20160808T09Z,1638
20160808T08Z,1719
20160808T07Z,2010
20160808T06Z,2206
20160808T05Z,2402
20160808T04Z,2434
20160808T03Z,2475
20160808T02Z,2521
20160808T01Z,2502
20160808T00Z,2431
20160807T23Z,2357
20160807T22Z,2290
20160807T21Z,2244
20160807T20Z,2207
20160807T19Z,2161
20160807T18Z,2094
20160807T17Z,1990
20160807T16Z,1834
20160807T15Z,1659
20160807T14Z,1570
20160807T13Z,1581
20160807T12Z,1563
20160807T11Z,1570
20160807T10Z,1603
20160807T09Z,1668
20160807T08Z,1771
20160807T07Z,2028
20160807T06Z,2204
20160807T05Z,2354
20160807T04Z,2378
20160807T03Z,2431
20160807T02Z,2488
20160807T01Z,2492
20160807T00Z,2429
20160806T23Z,2366
20160806T22Z,2308
20160806T21Z,2268
20160806T20Z,2246
20160806T19Z,2086
20160806T18Z,2075
20160806T17Z,2082
20160806T16Z,1935
20160806T15Z,1742
20160806T14Z,1630
20160806T13Z,1622
20160806T12Z,1591
20160806T11Z,1593
20160806T10Z,1628
20160806T09Z,1698
20160806T08Z,1809
20160806T07Z,2151
20160806T06Z,2358
20160806T05Z,2558
20160806T04Z,2638
20160806T03Z,2750
20160806T02Z,2870
20160806T01Z,2950
20160806T00Z,2955
20160805T23Z,2924
20160805T22Z,2880
20160805T21Z,2818
20160805T20Z,2748
20160805T19Z,2697
20160805T18Z,2625
20160805T17Z,2526
20160805T16Z,2415
20160805T15Z,2258
20160805T14Z,2084
20160805T13Z,1946
20160805T12Z,1827
20160805T11Z,1805
20160805T10Z,1851
20160805T09Z,1948
20160805T08Z,2110
20160805T07Z,2340
20160805T06Z,2603
20160805T05Z,2858
